Team1Goal,Team1Los,Team1Yellow,Team1Red,Team1WinRate,Team1PinRate,Team1LosRate,Team1MatchCount,Team2Goal,Team2Los,Team2Yellows,Team2Reds,Team2WinRate,Team2PinRate,Team2LosRate,Team2MatchCount,3,1,0,AllResult
1.285,1.874,2.083,0.131,0.268,0.257,0.475,58,1.744,1.681,1.479,0.136,0.447,0.051,0.502,24,1,0,0,3
1.154,1.797,2.015,0.103,0.239,0.228,0.533,56,1.393,1.404,1.827,0.067,0.395,0.239,0.366,59,0,1,0,1
1.139,1.827,1.969,0.226,0.267,0.126,0.607,13,1.139,0.937,2.152,0.257,0.434,0.21,0.356,83,0,0,1,0
1.99,1.161,1.507,0.049,0.595,0.168,0.237,119,1.834,0.737,1.507,0.081,0.623,0.217,0.16,129,0,0,1,0
1.557,1.203,1.485,0.03,0.455,0.241,0.304,94,1.109,1.238,1.586,0.072,0.31,0.252,0.437,81,1,0,0,3
1.567,1.148,1.788,0.067,0.451,0.296,0.252,84,1.072,1.465,1.751,0.045,0.24,0.292,0.469,77,0,1,0,1
1.807,1.22,2.264,0.094,0.571,0.204,0.225,124,1.231,1.771,2.578,0.079,0.232,0.278,0.49,70,1,0,0,3
1.107,1.618,1.581,0.161,0.334,0.179,0.487,72,1.613,1.692,1.427,0.184,0.305,0.268,0.426,67,0,0,1,0
1.381,1.707,1.419,0.059,0.287,0.188,0.525,71,2.34,0.989,1.728,0.068,0.588,0.197,0.214,83,0,1,0,1
3,2,0,0,1,0,0,2,0.987,0.978,1.61,0.089,0.351,0.353,0.296,36,1,0,0,3
1.182,1.485,1.859,0.145,0.225,0.39,0.385,60,1.649,1.262,1.796,0.041,0.519,0.21,0.271,85,0,0,1,0
1.49,1.485,1.705,0.145,0.367,0.361,0.273,59,2.819,0.808,1.407,0.076,0.767,0.125,0.107,115,1,0,0,3
0.934,1.385,2.366,0.14,0.243,0.313,0.445,71,1.068,1.017,2.24,0.098,0.424,0.285,0.292,81,0,1,0,1
1.691,0.696,1.96,0.088,0.571,0.307,0.122,121,1.788,1.419,1.899,0.145,0.465,0.22,0.315,95,1,0,0,3
1.153,1.259,1.987,0.144,0.27,0.331,0.398,84,1.176,1.533,1.917,0.152,0.227,0.357,0.416,77,0,1,0,1
1.113,1.425,1.521,0.11,0.296,0.298,0.406,79,1.945,1.12,1.266,0.001,0.528,0.274,0.198,39,0,0,1,0
1.306,1.327,1.843,0.078,0.321,0.303,0.376,88,1.135,1.631,1.781,0.08,0.3,0.18,0.52,77,0,0,1,0
1.308,1.486,2.374,0.196,0.297,0.296,0.407,71,1.203,1.487,2.51,0.258,0.349,0.191,0.46,58,1,0,0,3
1.356,0.98,1.273,0.045,0.485,0.251,0.264,81,2.083,1.077,1.291,0.037,0.551,0.285,0.164,121,0,0,1,0
1.461,1.486,1.511,0.088,0.39,0.21,0.4,105,0.923,1.443,1.615,0.074,0.384,0.204,0.412,83,1,0,0,3
1.392,1.426,1.359,0.021,0.371,0.268,0.362,89,1.059,1.106,1.501,0.029,0.368,0.257,0.374,88,1,0,0,3
1.174,1.662,1.298,0.03,0.303,0.237,0.46,85,1.037,1.502,1.264,0.001,0.291,0.147,0.562,83,1,0,0,3
1.252,1.785,1.681,0.119,0.31,0.205,0.485,84,2.056,0.962,1.289,0.061,0.585,0.174,0.241,113,0,1,0,1
0.986,1.422,1.589,0.02,0.216,0.307,0.476,91,1.043,1.561,1.484,0,0.308,0.189,0.503,96,0,1,0,1
1.275,1.317,1.581,0.047,0.373,0.276,0.351,103,1.31,1.49,1.396,0.058,0.29,0.295,0.415,89,1,0,0,3
1.689,1.416,1.366,0.022,0.365,0.309,0.326,98,1.543,1.331,1.544,0.1,0.39,0.322,0.288,103,1,0,0,3
1.329,1.172,1.376,0.022,0.426,0.27,0.303,106,0.916,1.618,1.194,0.048,0.247,0.266,0.487,95,1,0,0,3
1.336,1.329,1.519,0.006,0.37,0.242,0.388,98,1.328,1.662,1.661,0.09,0.359,0.118,0.524,85,1,0,0,3
1.344,1.12,1.449,0.097,0.412,0.285,0.303,110,1.889,1.175,1.621,0.026,0.611,0.148,0.241,98,1,0,0,3
1.323,1.33,1.93,0.104,0.338,0.344,0.318,82,1.109,1.44,1.712,0.072,0.305,0.232,0.463,100,1,0,0,3
1.308,1.06,1.314,0.093,0.416,0.311,0.274,103,1.341,1.857,1.612,0.111,0.276,0.237,0.487,101,0,1,0,1
1.049,1.751,1.6,0.062,0.185,0.275,0.54,94,1.344,1.323,1.606,0.075,0.433,0.225,0.342,108,0,0,1,0
1.325,1.284,1.557,0.079,0.381,0.256,0.363,98,1.115,1.4,1.726,0.134,0.299,0.295,0.407,90,1,0,0,3
1.556,1.681,1.151,0.091,0.395,0.12,0.485,76,1.292,1.798,1.465,0.092,0.256,0.139,0.605,83,1,0,0,3
1.383,1.046,1.164,0.037,0.483,0.26,0.257,106,0.766,1.519,1.178,0.215,0.196,0.271,0.533,35,1,0,0,3
2.602,2.099,0.398,0,0.398,0.602,0,4,1.782,2.349,0.812,0,0.098,0.468,0.435,14,0,1,0,1
1.038,1.429,1.874,0.155,0.248,0.346,0.406,87,1.845,1.828,0.588,0.038,0.312,0.31,0.378,17,0,1,0,1
1.065,1.463,1.562,0.082,0.298,0.288,0.414,81,1.64,1.394,1.408,0,0.546,0.196,0.258,11,0,1,0,1
1.362,0.809,1.16,0.132,0.593,0.172,0.235,38,1.119,2.232,0.552,0,0.074,0.154,0.772,11,1,0,0,3
1.908,2.258,0.959,0.011,0.306,0.226,0.468,9,1.155,1.623,1.737,0.101,0.26,0.243,0.497,79,1,0,0,3
2.415,0.937,1.214,0.023,0.702,0.172,0.125,118,1.484,1.545,1.922,0.141,0.393,0.162,0.445,73,1,0,0,3
1.189,1.381,1.742,0.062,0.395,0.165,0.44,72,0.983,1.446,1.518,0.07,0.241,0.326,0.434,88,0,0,1,0
1.693,1.34,1.688,0.109,0.364,0.369,0.266,79,2.244,1.37,1.569,0.087,0.468,0.28,0.252,98,0,1,0,1
2.332,0.938,1.335,0.026,0.655,0.168,0.177,113,1.329,1.192,2.104,0.054,0.422,0.291,0.287,73,1,0,0,3
1.227,1.57,1.849,0.14,0.282,0.255,0.462,81,1.198,1.429,1.864,0.036,0.299,0.316,0.385,71,0,0,1,0
1.708,1.291,2.124,0.025,0.41,0.322,0.268,71,1.72,1.345,1.566,0.126,0.513,0.205,0.283,72,1,0,0,3
1.433,1.47,1.551,0.034,0.335,0.251,0.414,78,1.503,1.237,1.355,0.063,0.478,0.181,0.341,72,1,0,0,3
2,2,0,0,0,1,0,2,1.34,1.207,1.555,0.115,0.43,0.258,0.312,80,0,1,0,1
1.376,0.801,1.409,0.043,0.498,0.282,0.22,75,0.364,0.672,1.602,0.136,0.134,0.319,0.547,17,1,0,0,3
2.217,1.031,1.367,0.088,0.682,0.118,0.201,107,1.493,1.331,1.693,0.045,0.413,0.212,0.374,125,1,0,0,3
1.296,1.085,1.206,0.151,0.49,0.112,0.398,29,0.924,1.577,1.247,0.101,0.231,0.253,0.516,75,1,0,0,3
1.261,1.397,1.041,0.03,0.31,0.307,0.383,88,1.075,1.494,1.714,0.094,0.262,0.248,0.49,103,0,0,1,0
1.689,1.412,1.92,0.047,0.485,0.136,0.378,75,1.151,1.164,2.119,0.068,0.313,0.268,0.419,71,1,0,0,3
2.079,1.15,2.09,0.046,0.469,0.479,0.051,18,1.277,1.244,2.35,0.139,0.365,0.305,0.33,71,0,1,0,1
1.264,1.501,1.959,0.073,0.353,0.254,0.393,37,1.091,1.467,2.18,0.089,0.306,0.201,0.493,70,1,0,0,3
2.668,0.856,1.858,0.057,0.725,0.157,0.118,126,1.499,1.484,2.33,0.124,0.409,0.198,0.393,109,0,1,0,1
0.897,1.131,1.384,0.021,0.207,0.341,0.452,37,1.093,0.867,1.835,0.094,0.364,0.336,0.3,70,1,0,0,3
1.697,0.929,1.404,0.006,0.496,0.291,0.213,26,0.927,1.24,1.53,0.075,0.232,0.393,0.375,46,1,0,0,3
1.501,1.303,1.705,0.046,0.42,0.216,0.364,124,1.664,1.495,2.35,0.132,0.474,0.145,0.381,62,0,0,1,0
1.403,1.611,1.999,0.112,0.271,0.417,0.312,70,1.415,1.701,1.884,0.057,0.313,0.282,0.405,64,0,0,1,0
1.23,1.183,1,0.023,0.41,0.214,0.376,88,1.243,1.356,1.083,0,0.355,0.249,0.396,85,1,0,0,3
1.178,1.3,0.91,0.039,0.364,0.232,0.405,89,1.43,1.323,0.995,0.008,0.325,0.291,0.384,99,0,1,0,1
1.532,0.876,1.188,0.048,0.467,0.318,0.215,22,1.712,1.018,1.2,0.016,0.624,0.109,0.267,110,0,1,0,1
1.413,1.034,1.045,0.052,0.487,0.254,0.259,87,1.133,1.335,0.833,0.013,0.33,0.225,0.445,97,1,0,0,3
2.092,1.028,0.937,0.089,0.603,0.224,0.174,99,1.024,1.518,1.385,0.139,0.234,0.317,0.449,89,1,0,0,3
0.816,1.629,1.307,0.035,0.211,0.198,0.591,83,1.678,1.118,0.942,0.005,0.552,0.232,0.216,97,1,0,0,3
1.773,1.295,1.095,0.045,0.474,0.217,0.309,106,1.459,1.11,1.011,0.006,0.496,0.251,0.253,93,0,0,1,0
0.722,1.211,0.939,0.078,0.206,0.307,0.486,81,1.389,1.574,0.978,0.024,0.371,0.195,0.434,86,1,0,0,3
1.353,1.224,1.225,0.086,0.438,0.172,0.39,91,1.267,1.556,1.084,0.045,0.323,0.23,0.448,84,0,0,1,0
1.051,0.978,2.075,0.151,0.337,0.315,0.348,76,1.007,1.388,2.775,0.187,0.256,0.334,0.41,52,0,1,0,1
1.267,0.989,1.922,0.073,0.479,0.228,0.292,65,1.292,1.218,2.324,0.282,0.456,0.148,0.396,70,1,0,0,3
1.854,0.701,2.043,0.123,0.554,0.306,0.14,105,1.993,1.039,1.661,0.081,0.613,0.181,0.205,112,0,1,0,1
1.12,1.598,2.711,0.136,0.252,0.231,0.517,84,1.065,1.408,2.517,0.078,0.245,0.458,0.297,44,0,1,0,1
0.996,1.139,2.41,0.111,0.331,0.296,0.373,55,0.821,1.046,2.591,0.171,0.266,0.358,0.376,65,0,1,0,1
1.384,1.028,1.398,0.052,0.477,0.244,0.279,80,1.534,1.42,1.597,0.101,0.38,0.259,0.361,98,1,0,0,3
1.506,1.186,1.787,0.099,0.449,0.203,0.348,88,1.212,1.081,1.433,0.117,0.418,0.253,0.329,99,0,1,0,1
2.304,1.022,1.585,0.05,0.692,0.127,0.181,96,2.029,0.943,1.831,0.041,0.666,0.164,0.17,100,0,0,1,0
1.298,1.563,1.814,0.111,0.273,0.275,0.452,78,1.406,1.312,1.837,0.081,0.379,0.306,0.315,94,1,0,0,3
1.066,1.675,1.475,0.089,0.33,0.281,0.39,72,1.039,1.542,1.948,0.122,0.322,0.194,0.484,75,0,1,0,1
1.508,0.913,1.723,0.1,0.564,0.315,0.121,18,1.435,1.178,2.016,0.225,0.382,0.259,0.36,25,0,1,0,1
1.322,1.561,1.598,0.095,0.375,0.27,0.355,72,1.587,1.318,1.665,0.095,0.506,0.231,0.263,76,0,1,0,1
1.676,1.258,1.526,0.082,0.422,0.244,0.334,81,1.564,1.955,1.464,0.192,0.335,0.266,0.399,65,1,0,0,3
1.807,1.253,1.508,0.075,0.429,0.279,0.293,68,1.438,2.048,1.384,0,0.258,0.027,0.715,17,1,0,0,3
1.46,1.494,1.675,0.04,0.343,0.285,0.372,76,1.225,1.987,1.311,0.082,0.22,0.245,0.536,65,1,0,0,3
1.615,1.865,1.394,0.103,0.38,0.208,0.411,64,1.516,2.238,1.277,0.033,0.307,0.193,0.5,78,0,0,1,0
1.329,1.352,1.014,0.096,0.28,0.337,0.384,84,1.784,1.779,0.907,0.063,0.391,0.265,0.345,83,0,1,0,1
1.384,1.42,1.605,0.102,0.327,0.331,0.342,84,2.269,1.431,0.849,0.087,0.606,0.159,0.235,63,0,0,1,0
1.663,1.422,1.353,0.056,0.49,0.154,0.357,65,1.223,2.087,1.319,0.119,0.214,0.237,0.55,63,1,0,0,3
1.383,1.637,1.68,0.093,0.347,0.277,0.376,69,1.249,1.829,1.447,0.114,0.264,0.235,0.502,69,1,0,0,3
1.75,0.959,2.251,0.063,0.565,0.211,0.224,84,0.948,1.37,2.485,0.184,0.287,0.241,0.472,61,1,0,0,3
1.484,1.519,1.98,0.104,0.381,0.236,0.383,71,0.925,1.391,1.802,0.052,0.231,0.288,0.48,69,1,0,0,3
1.828,1.386,1.816,0.087,0.377,0.296,0.328,17,1.12,1.277,1.694,0.028,0.363,0.282,0.355,67,1,0,0,3
2.145,1.018,1.406,0.086,0.678,0.16,0.162,104,0.78,1.84,1.973,0.22,0.087,0.237,0.676,16,1,0,0,3
0.893,1.256,1.911,0.021,0.345,0.13,0.525,48,1.6,1.139,1.756,0.134,0.502,0.305,0.193,68,0,0,1,0
1.469,0.762,1.43,0.059,0.571,0.216,0.213,85,0.923,1.858,2.003,0.106,0.273,0.267,0.46,20,1,0,0,3
1.283,1.384,2.116,0.093,0.349,0.25,0.4,67,1.807,0.686,1.699,0.077,0.66,0.223,0.117,73,0,0,1,0
1.547,1.007,1.286,0.163,0.479,0.276,0.245,84,1.339,1.269,1.902,0.089,0.318,0.353,0.329,77,1,0,0,3
1.334,1.138,2.108,0.094,0.407,0.304,0.289,91,1.772,1.021,2.112,0.102,0.538,0.256,0.206,97,0,0,1,0
1.044,0.929,1.82,0.186,0.307,0.394,0.299,16,1.462,0.947,1.832,0.073,0.464,0.28,0.256,106,0,0,1,0
1.182,1.396,2.492,0.269,0.353,0.236,0.41,66,1.175,1.343,2.869,0.148,0.328,0.268,0.404,68,1,0,0,3
1.388,0.948,2.382,0.079,0.536,0.201,0.264,87,1.19,1.153,2,0.173,0.357,0.284,0.359,71,1,0,0,3
1.874,1.387,2.321,0.1,0.495,0.2,0.305,96,1.198,1.634,0.728,0,0.463,0,0.537,5,1,0,0,3
1.35,1.854,2.355,0.1,0.326,0.214,0.461,86,1.728,1.392,2.043,0,0.521,0.137,0.343,11,0,0,1,0
0.979,1.612,2.167,0.139,0.226,0.224,0.55,79,0.807,1.62,1.889,0.069,0.257,0.194,0.549,53,1,0,0,3
1.275,2.241,1.528,0.131,0.197,0.175,0.628,19,1.802,1.14,1.755,0.086,0.54,0.202,0.258,72,0,1,0,1
1.476,1.055,2.193,0.086,0.459,0.267,0.274,110,0.483,1.559,1.458,0.008,0.483,0,0.517,4,1,0,0,3
1.093,1.278,2.147,0.061,0.359,0.32,0.321,86,2.156,1.073,1.829,0,0.452,0.274,0.274,6,1,0,0,3
1.018,1.285,3.227,0.108,0.357,0.155,0.488,60,1.184,1.392,3.084,0.075,0.249,0.257,0.494,43,1,0,0,3
1.443,1.691,2.183,0.107,0.304,0.164,0.533,78,3,8,3,0,0,0,1,2,1,0,0,3
1.221,1.027,2.309,0.212,0.43,0.292,0.278,101,1.202,0.834,2.494,0.124,0.496,0.317,0.187,22,0,0,1,0
1.996,1.061,1.258,0.057,0.561,0.263,0.175,82,1.482,1.428,1.251,0.109,0.388,0.243,0.368,78,1,0,0,3
1.277,1.106,2.354,0.128,0.463,0.159,0.378,75,1.38,0.881,2.008,0.107,0.5,0.224,0.276,113,0,0,1,0
1.348,1.2,2.002,0.075,0.428,0.233,0.338,115,1,0.725,2.41,0,0.511,0.46,0.029,4,0,0,1,0
1.686,0.69,1.978,0.089,0.563,0.312,0.124,121,0.478,2.044,3,0,0,0.478,0.522,3,1,0,0,3
1.245,2.112,2.394,0.114,0.243,0.168,0.59,87,1.266,1.765,2.566,0.081,0.239,0.286,0.475,69,0,0,1,0
1.452,1.513,1.499,0.089,0.378,0.214,0.407,105,1.249,1.768,1.619,0.107,0.311,0.243,0.446,97,1,0,0,3
2.322,0.92,1.65,0.072,0.667,0.205,0.128,120,1.096,1.17,1.075,0.025,0.359,0.251,0.39,82,1,0,0,3
1.153,1.678,1.33,0.031,0.285,0.243,0.472,85,2.031,1.078,1.314,0.038,0.543,0.291,0.167,120,0,0,1,0
1.588,1.574,2.118,0.112,0.331,0.394,0.275,84,0.798,1.391,2.604,0.114,0.269,0.197,0.534,27,1,0,0,3
2.853,0.786,1.396,0.077,0.781,0.128,0.091,114,1.34,1.299,1.871,0.178,0.405,0.223,0.372,82,1,0,0,3
1.281,1.485,1.274,0.063,0.332,0.249,0.419,85,1.085,1.109,1.489,0.03,0.378,0.264,0.359,87,0,0,1,0
2.006,1.13,1.482,0.05,0.605,0.171,0.224,118,0.946,1.429,1.63,0.076,0.394,0.209,0.397,82,1,0,0,3
2.202,1.032,1.393,0.09,0.676,0.12,0.205,106,1.038,1.49,1.295,0.001,0.298,0.151,0.551,82,1,0,0,3
1.843,1.097,1.629,0.104,0.517,0.209,0.274,69,1.689,1.075,1.482,0.079,0.615,0.117,0.268,94,1,0,0,3
1.497,1.452,1.893,0.144,0.403,0.166,0.43,72,2.371,0.936,1.218,0.024,0.697,0.175,0.127,117,0,1,0,1
1.642,1.267,1.728,0.042,0.509,0.214,0.276,84,1.293,1.189,1.911,0.18,0.354,0.333,0.314,64,0,0,1,0
1.495,1.212,1.831,0.157,0.397,0.287,0.316,75,1.189,1.467,1.854,0.15,0.234,0.404,0.362,59,1,0,0,3
1.805,1.489,1.519,0.147,0.484,0.055,0.461,23,1.452,2.246,1.964,0.069,0.195,0.253,0.553,59,1,0,0,3
1.184,1.907,2.086,0.136,0.24,0.267,0.493,57,1.383,1.411,2.335,0,0.341,0.355,0.305,18,1,0,0,3
1.084,1.544,2.069,0.205,0.281,0.289,0.43,57,1.628,1.038,1.49,0.085,0.445,0.357,0.198,77,0,1,0,1
2.679,0.837,1.839,0.058,0.737,0.143,0.12,125,0,3.644,0.24,0,0,0,1,5,1,0,0,3
1.803,1.241,2.288,0.096,0.563,0.207,0.229,124,0,4,1,0,0,0,1,2,1,0,0,3
1.805,1.406,1.897,0.148,0.475,0.224,0.301,94,3,2,1,0,1,0,0,2,0,0,1,0
1.223,1.413,1.703,0.098,0.318,0.275,0.408,83,1.112,1.3,1.649,0.137,0.363,0.273,0.364,81,0,0,1,0
1.134,1.491,1.658,0.106,0.33,0.23,0.44,87,1.113,1.25,1.531,0.092,0.33,0.263,0.407,83,0,1,0,1
0.793,1.783,1.723,0.16,0.229,0.204,0.567,80,1.644,1.075,1.795,0.095,0.488,0.316,0.196,105,0,0,1,0
1.044,1.321,1.825,0.134,0.425,0.185,0.39,82,2.178,1.262,1.705,0.042,0.581,0.165,0.254,112,1,0,0,3
1.078,1.173,2.256,0.071,0.296,0.342,0.362,86,1.402,1.416,1.625,0.11,0.412,0.222,0.366,98,0,0,1,0
2.252,1.196,1.816,0.09,0.542,0.207,0.25,104,1.066,1.329,1.785,0.179,0.318,0.218,0.464,87,0,0,1,0
1.143,1.57,1.863,0.107,0.302,0.267,0.431,79,0.894,1.945,2.359,0.252,0.176,0.24,0.584,41,0,1,0,1
1.347,1.417,1.639,0.067,0.339,0.267,0.394,28,0,1,1,0,0,0,1,2,1,0,0,3
1.317,1.576,2.001,0.078,0.335,0.197,0.468,88,1,2,1,0,0,0,1,2,1,0,0,3
1.806,1.3,1.114,0.046,0.483,0.221,0.296,105,2.032,1.049,0.956,0.09,0.595,0.228,0.177,98,0,0,1,0
0.739,1.01,1.067,0,0.269,0.192,0.54,5,1.202,1.222,1.598,0.073,0.437,0.294,0.269,85,0,0,1,0
1.325,0.75,2.102,0.077,0.501,0.295,0.204,78,1.29,0.905,1.819,0.097,0.463,0.333,0.204,16,1,0,0,3
1.488,1.474,2.259,0.127,0.417,0.183,0.4,109,1.251,1.588,2.17,0.146,0.327,0.212,0.461,92,1,0,0,3
2.476,1.134,1.765,0.084,0.651,0.204,0.145,122,2,2,2,0,0,1,0,2,0,1,0,1
1.127,1.49,2.489,0.082,0.259,0.427,0.314,43,1.151,1.465,2.85,0,0.268,0.408,0.324,16,0,1,0,1
1.259,1.805,1.62,0.122,0.318,0.184,0.498,83,1.816,0.733,1.499,0.067,0.617,0.221,0.163,128,0,0,1,0
1.009,1.455,1.577,0.021,0.222,0.292,0.486,91,1.509,1.292,1.733,0.047,0.427,0.219,0.354,123,0,1,0,1
1.312,1.33,1.598,0.077,0.422,0.23,0.348,107,1.317,1.455,1.312,0.059,0.297,0.302,0.401,88,1,0,0,3
1.626,1.48,1.758,0.097,0.414,0.246,0.34,68,1.019,2.36,2.525,0.097,0.08,0.196,0.724,39,1,0,0,3
1.393,1.274,1.832,0.083,0.388,0.313,0.299,94,1.029,1.264,1.666,0.186,0.314,0.332,0.354,98,1,0,0,3
0.912,1.373,1.908,0.078,0.344,0.301,0.355,40,1.228,1.473,2.081,0.12,0.354,0.267,0.379,70,0,0,1,0
1.073,1.388,1.883,0.109,0.252,0.308,0.44,83,1.32,0.902,1.457,0.026,0.42,0.298,0.281,81,0,0,1,0
1.266,1.791,1.659,0.06,0.288,0.173,0.539,81,1.331,1.644,1.976,0.064,0.334,0.216,0.449,45,1,0,0,3
1.291,1.136,1.468,0.121,0.378,0.271,0.352,85,1.321,1.186,1.591,0.117,0.439,0.24,0.321,80,0,0,1,0
1.307,1.484,1.47,0.071,0.339,0.23,0.431,91,1.835,1.083,1.893,0.149,0.544,0.222,0.233,80,0,0,1,0
1.198,1.39,1.634,0.108,0.356,0.277,0.367,87,1.338,1.251,1.786,0.088,0.346,0.301,0.353,81,1,0,0,3
1.198,1.42,1.641,0.277,0.382,0.181,0.437,21,0.936,0.877,1.691,0.043,0.368,0.371,0.261,35,0,1,0,1
1.52,1.083,1.565,0.088,0.44,0.191,0.368,82,1.218,1.338,1.892,0.134,0.344,0.248,0.408,116,1,0,0,3
0.936,1.648,2.265,0.072,0.196,0.082,0.722,19,1.162,1.706,1.591,0.207,0.222,0.237,0.541,69,1,0,0,3
1.365,0.873,1.307,0.046,0.498,0.257,0.244,80,1.067,1.596,1.495,0,0.315,0.171,0.515,95,0,1,0,1
1.401,1.458,1.39,0.022,0.356,0.274,0.37,88,2.075,0.961,1.296,0.044,0.595,0.16,0.246,113,1,0,0,3
1.336,1.196,1.404,0.022,0.415,0.276,0.309,105,1.279,1.315,1.508,0.006,0.357,0.247,0.396,97,0,0,1,0
1.346,1.389,0.911,0.002,0.34,0.357,0.303,47,1.43,1.176,1.54,0.107,0.405,0.277,0.318,104,0,0,1,0
1.337,1.222,1.391,0.094,0.38,0.319,0.302,101,1.501,1.386,1.527,0.089,0.387,0.241,0.372,87,0,1,0,1
1.754,1.464,1.48,0,0.643,0.053,0.304,10,0.757,1.456,1.228,0.224,0.204,0.282,0.513,34,1,0,0,3
1.369,1.295,1.429,0.114,0.342,0.339,0.319,89,1.089,1.183,0.966,0.002,0.293,0.322,0.385,46,0,1,0,1
1.468,1.192,1.864,0.242,0.411,0.202,0.387,24,1.407,1.419,1.821,0.07,0.41,0.211,0.379,58,1,0,0,3
1.16,1.827,1.977,0.107,0.248,0.198,0.553,55,1.568,0.903,1.572,0.112,0.631,0.235,0.135,17,0,0,1,0
0.927,1.222,2.612,0.042,0.302,0.232,0.466,56,1.565,0.945,2.112,0,0.402,0.103,0.496,9,1,0,0,3
1.149,1.635,2.755,0.139,0.259,0.212,0.529,84,1.258,0.772,0.707,0,0.485,0.515,0,5,0,1,0,1
1.471,1.503,1.694,0.151,0.343,0.374,0.283,58,0.872,1.39,1.488,0.062,0.365,0.156,0.479,80,0,1,0,1
1.303,1.019,1.882,0.131,0.492,0.181,0.327,55,1.254,1.551,1.809,0.114,0.254,0.282,0.464,77,1,0,0,3
0.903,1.505,1.458,0.119,0.157,0.289,0.554,30,0.979,1.382,2.468,0.19,0.296,0.249,0.455,60,0,1,0,1
0.863,1.449,2.676,0.103,0.293,0.203,0.504,52,1.013,1.227,2.202,0.091,0.304,0.321,0.375,51,1,0,0,3
0.937,1.156,2.256,0.172,0.348,0.217,0.435,59,1.089,1.253,2.514,0.138,0.277,0.307,0.416,60,1,0,0,3
1.672,1.05,2.079,0.09,0.554,0.175,0.272,123,1.064,0.94,2.587,0.092,0.397,0.256,0.346,98,1,0,0,3
1.088,0.938,2.158,0.264,0.418,0.217,0.365,83,1.177,1.786,1.864,0.096,0.338,0.204,0.458,34,0,0,1,0
1.044,1.264,2.131,0.063,0.342,0.328,0.33,86,1.254,1.298,3.151,0.079,0.264,0.272,0.463,43,1,0,0,3
0.949,1.396,2.398,0.172,0.257,0.166,0.577,56,1.379,0.94,1.542,0.253,0.419,0.301,0.28,31,0,0,1,0
1.132,1.447,1.703,0.052,0.312,0.238,0.451,100,1.661,1.424,1.375,0.023,0.352,0.314,0.333,98,0,1,0,1
1.683,1.129,2.06,0.071,0.483,0.28,0.236,84,0.506,2.379,1.893,0.217,0,0,1,14,1,0,0,3
1.331,1.01,1.713,0.127,0.472,0.228,0.3,81,0.857,1.177,1.649,0.083,0.303,0.256,0.441,81,1,0,0,3
1.255,1.224,2.36,0.143,0.375,0.286,0.34,71,1.469,1.597,1.712,0.031,0.304,0.309,0.387,50,0,0,1,0
1.804,1.797,0.855,0.065,0.401,0.246,0.353,83,1.394,1.685,1.699,0.096,0.328,0.285,0.387,68,1,0,0,3
1.419,1.535,1.716,0.041,0.326,0.292,0.382,76,1.832,1.291,1.493,0.077,0.411,0.287,0.302,67,0,1,0,1
1.633,1.832,1.375,0.078,0.391,0.214,0.395,64,1.668,1.264,1.467,0.084,0.408,0.25,0.342,80,1,0,0,3
1.397,1.254,0.903,0.048,0.33,0.358,0.312,82,1.417,1.358,1.641,0.104,0.336,0.338,0.326,84,1,0,0,3
1.478,2.271,1.256,0.034,0.289,0.198,0.513,78,1.741,1.203,1.102,0.067,0.506,0.205,0.288,74,0,0,1,0
1.264,1.955,1.353,0.085,0.227,0.253,0.521,64,1.072,1.816,1.236,0.043,0.189,0.217,0.595,38,0,1,0,1
1.284,1.852,1.46,0.117,0.271,0.242,0.488,68,1.789,1.462,1.313,0.1,0.454,0.193,0.353,75,0,0,1,0
2.214,1.477,0.877,0.09,0.594,0.164,0.242,62,1.262,1.963,1.266,0.122,0.221,0.244,0.535,62,1,0,0,3
1.621,2.181,1.306,0,0.291,0.03,0.679,16,1.337,1.361,1.035,0.073,0.287,0.32,0.393,84,0,0,1,0
1.581,1.953,1.447,0.198,0.345,0.274,0.381,64,1.535,1.465,1.364,0.058,0.475,0.158,0.367,64,1,0,0,3
1.605,1.167,2.261,0.071,0.486,0.243,0.271,110,0.938,1.357,2.847,0.151,0.3,0.21,0.489,53,1,0,0,3
1.615,1.168,1.752,0.138,0.49,0.312,0.199,68,1.669,0.923,1.256,0.007,0.449,0.318,0.233,25,1,0,0,3
1.098,2.133,1.812,0,0.09,0.292,0.618,18,1.384,0.821,1.419,0.044,0.485,0.289,0.226,75,0,0,1,0
1.246,1.028,2.295,0.217,0.439,0.298,0.263,100,1.246,1.149,2.284,0.233,0.348,0.373,0.279,94,0,1,0,1
1.225,1.156,3.009,0.364,0.362,0.361,0.277,74,1.921,0.81,2.361,0.16,0.589,0.221,0.19,77,1,0,0,3
1.789,1.043,2.093,0.104,0.529,0.261,0.21,96,1.175,1.222,1.857,0.194,0.351,0.252,0.397,69,1,0,0,3
1.415,1.233,2.72,0.268,0.447,0.305,0.247,67,0.943,0.923,2.329,0.108,0.351,0.333,0.316,46,0,1,0,1
1.779,1.148,2.159,0.115,0.512,0.224,0.265,97,1.108,0.989,2.266,0.176,0.366,0.248,0.386,57,0,0,1,0
1.304,1.26,2.174,0.154,0.351,0.271,0.378,40,1.127,1.26,2.369,0.088,0.355,0.289,0.357,103,0,0,1,0
1.453,0.962,1.843,0.074,0.456,0.284,0.26,106,1.405,0.915,1.953,0.109,0.519,0.235,0.246,127,0,0,1,0
