Team1Goal,Team1Los,Team1Yellow,Team1Red,Team1WinRate,Team1PinRate,Team1LosRate,Team1MatchCount,Team2Goal,Team2Los,Team2Yellows,Team2Reds,Team2WinRate,Team2PinRate,Team2LosRate,Team2MatchCount,3,1,0,AllResult
1.74,1.073,1.083,0.113,0.552,0.245,0.203,23,0.825,0.976,0.851,0.094,0.519,0.169,0.311,31,0,0,1,0
2.066,1.735,1.115,0.155,0.358,0.301,0.341,8,0.673,1.437,2.112,0.052,0.017,0.53,0.453,16,1,0,0,3
0.839,0.922,1.541,0.251,0.292,0.37,0.338,52,0.962,1.05,1.143,0.22,0.277,0.483,0.24,54,0,1,0,1
0.95,1.189,1.85,0.165,0.256,0.403,0.342,52,1.009,1.256,0.981,0.114,0.166,0.499,0.335,51,0,1,0,1
0.996,0.957,1.077,0.099,0.463,0.272,0.264,17,0.734,1.044,1.523,0.135,0.194,0.419,0.386,52,0,1,0,1
0.915,1.306,1.509,0.309,0.302,0.261,0.437,50,0.922,1.352,0.925,0.12,0.182,0.424,0.394,50,0,1,0,1
0.978,1.805,3.105,0,0.342,0.148,0.51,9,2.09,1.558,1.535,0.162,0.365,0.274,0.36,21,0,1,0,1
2.409,0.732,2.039,0.086,0.671,0.243,0.087,13,1.504,1.12,2.462,0.11,0.425,0.225,0.35,66,1,0,0,3
1.177,0.972,1.477,0.231,0.356,0.398,0.246,68,1.178,1.546,2.322,0.618,0.296,0.217,0.487,6,1,0,0,3
1.187,1.119,2.243,0.143,0.456,0.215,0.329,48,0.862,0.846,1.773,0.176,0.379,0.305,0.316,48,0,0,1,0
1.284,1.348,1.771,0.099,0.383,0.183,0.435,51,1.333,2.005,2.091,0.097,0.238,0.23,0.532,54,0,0,1,0
1.435,1.42,1.189,0.161,0.418,0.109,0.473,20,0.859,1.677,2.073,0.359,0.339,0.182,0.479,7,0,0,1,0
0.961,2.13,2.545,0.377,0.097,0.338,0.565,6,1.235,1.829,2.997,0.329,0.333,0.161,0.506,45,0,1,0,1
1.085,0.962,1.189,0.096,0.427,0.202,0.371,50,1.185,0.875,1.376,0.079,0.388,0.375,0.237,51,0,1,0,1
1.553,1.481,1.982,0.111,0.328,0.339,0.333,47,1.501,0.936,2.224,0.099,0.407,0.252,0.34,42,1,0,0,3
2.152,2.369,0,0,0.184,0.615,0.201,8,1.615,1.842,0,0.126,0.198,0.433,0.368,8,0,1,0,1
1.215,0.811,2.11,0.073,0.544,0.262,0.194,17,0.887,1.331,1.155,0.103,0.34,0.279,0.381,15,0,1,0,1
1.111,1.217,1.301,0.09,0.337,0.274,0.388,60,0.799,1.196,0.822,0.041,0.222,0.241,0.537,57,1,0,0,3
1.776,1.288,1.262,0,0.553,0.091,0.356,12,0.965,1.807,1.049,0.138,0.118,0.313,0.569,56,1,0,0,3
1.326,0.935,0.488,0,0.451,0.214,0.335,59,0.779,1.498,0.858,0.042,0.302,0.2,0.498,57,1,0,0,3
0.833,1.358,1.435,0.107,0.316,0.164,0.521,57,1.616,0.706,0.82,0.066,0.649,0.155,0.196,57,0,0,1,0
2.096,1.312,0.755,0,0.621,0.156,0.223,11,0.978,0.973,0.684,0.085,0.298,0.398,0.305,59,1,0,0,3
1.05,1.014,0.701,0.043,0.369,0.277,0.354,61,0.791,1.072,0.915,0.065,0.241,0.348,0.411,57,0,0,1,0
1.101,0.925,0.836,0,0.522,0.257,0.22,10,0.955,1.113,0.528,0.054,0.224,0.448,0.328,60,1,0,0,3
1.145,1.184,0.705,0.01,0.282,0.282,0.437,58,1.882,1.167,0.507,0.076,0.527,0.302,0.171,59,0,0,1,0
0.964,0.926,0.834,0.026,0.322,0.35,0.328,57,1.017,0.834,0.368,0.044,0.298,0.462,0.24,56,0,1,0,1
0.86,1.27,0.843,0.12,0.285,0.311,0.404,57,0.816,1.328,0.754,0.052,0.274,0.218,0.509,58,1,0,0,3
0.902,1.412,0.718,0.057,0.127,0.408,0.465,18,1.334,1.448,1.022,0.044,0.403,0.267,0.331,58,0,0,1,0
1.803,0.837,1.657,0.021,0.58,0.265,0.156,16,1.61,1.283,0.846,0,0.551,0.073,0.376,16,1,0,0,3
2.213,1.131,2.989,0.219,0.776,0,0.224,7,1.642,1.597,2.362,0.167,0.445,0.239,0.317,19,1,0,0,3
1.279,1.318,1.738,0.139,0.454,0.217,0.328,20,1.934,1.204,2.177,0,0.354,0.316,0.33,19,0,0,1,0
1.991,1.06,1.057,0,0.662,0.023,0.315,15,1.319,1.048,1.024,0.132,0.552,0.155,0.293,44,1,0,0,3
1.62,1.805,1.662,0.179,0.345,0.266,0.39,14,0.881,2.022,3.103,0.605,0.146,0.184,0.67,7,1,0,0,3
0.979,1.209,1.779,0.18,0.347,0.22,0.433,58,1.689,0.898,1.015,0.087,0.571,0.208,0.222,71,1,0,0,3
1.125,1.424,1.968,0.157,0.334,0.107,0.559,27,1,1.802,2.667,0.049,0.187,0.284,0.529,11,1,0,0,3
0.925,1.127,2.024,0.048,0.421,0.222,0.357,10,0.947,1.082,1.355,0.135,0.343,0.287,0.37,67,0,1,0,1
1.234,1.164,1.666,0.071,0.458,0.194,0.348,57,1.609,0.98,1.705,0.149,0.467,0.162,0.371,53,0,0,1,0
1.135,1.301,2.629,0.095,0.411,0.199,0.39,44,1.469,1.212,2.22,0.164,0.444,0.274,0.282,55,0,0,1,0
1.308,1.254,1.649,0.206,0.42,0.169,0.411,66,1.14,0.972,2.653,0.118,0.4,0.233,0.367,23,0,1,0,1
1.386,0.43,2.446,0.279,0.666,0.274,0.06,13,1.039,2.215,2.068,0.136,0.265,0.186,0.548,10,1,0,0,3
0.824,1.343,2.273,0,0.286,0.143,0.571,9,1.342,0.307,2.463,0,0.677,0.307,0.016,10,0,0,1,0
1.523,2.289,1.742,0.023,0.266,0.297,0.438,7,1.099,1.438,1.572,0.033,0.299,0.182,0.519,57,0,1,0,1
2.001,0.991,1.168,0.067,0.571,0.251,0.178,62,1.519,1.383,1.051,0.11,0.443,0.206,0.351,69,1,0,0,3
0.641,0.471,2.849,0.027,0.293,0.452,0.255,10,1.249,0.886,2.652,0.104,0.465,0.44,0.095,14,0,1,0,1
1.214,1.07,1.75,0.081,0.516,0.142,0.342,60,1.159,0.675,1.404,0.071,0.473,0.277,0.25,66,1,0,0,3
0.73,1.276,2.651,0.308,0.162,0.276,0.562,23,1.148,1.119,2.432,0.225,0.341,0.45,0.209,24,0,0,1,0
1.847,1.549,1.284,0.181,0.495,0.22,0.286,25,2.609,1.23,1.93,0.317,0.632,0.159,0.209,16,0,1,0,1
1.895,1.381,1.902,0.384,0.499,0.173,0.328,24,1.683,1.923,2.859,0.144,0.284,0.3,0.416,18,1,0,0,3
1.503,1.318,4.364,0.325,0.178,0.651,0.171,7,2.015,1.221,2.439,0,0.547,0.15,0.303,15,1,0,0,3
1.195,0.765,2.738,0,0.336,0.423,0.242,6,0.937,1.661,2.466,0,0.224,0.201,0.575,7,1,0,0,3
1.656,1.461,2.049,0,0.431,0.063,0.506,16,1.875,1.154,2.202,0.104,0.444,0.363,0.193,22,1,0,0,3
1.765,1.002,1.513,0.001,0.465,0.347,0.189,22,1.393,1.535,1.521,0.099,0.342,0.291,0.368,44,1,0,0,3
1.31,1.076,1.486,0.111,0.409,0.358,0.233,53,1.257,1.221,2.314,0.259,0.339,0.394,0.268,55,0,1,0,1
1.408,1.687,1.594,0.115,0.201,0.488,0.311,40,2.029,1.355,0.99,0.257,0.39,0.265,0.346,43,0,1,0,1
1.306,0.938,2.527,0.152,0.53,0.164,0.305,15,1.404,1.063,3.393,0.1,0.398,0.418,0.184,23,0,1,0,1
2.455,2.145,0.216,0,0.151,0.777,0.072,6,0.636,1.053,1.7,0,0.088,0.408,0.504,12,0,1,0,1
1.338,1.411,1.914,0.183,0.414,0.19,0.396,35,0.776,1.349,1.78,0.111,0.07,0.428,0.502,14,1,0,0,3
1.215,1.288,2.574,0.119,0.36,0.253,0.387,44,0.995,1.394,2.659,0.109,0.195,0.305,0.5,13,1,0,0,3
2.059,0.9,2.016,0.147,0.626,0.098,0.276,19,1.15,1.56,2.608,0.236,0.302,0.239,0.459,22,0,1,0,1
0.779,1.152,2.588,0.152,0.337,0.238,0.425,42,1.259,1.116,2.071,0.111,0.409,0.241,0.349,50,0,0,1,0
0.61,1.618,3.463,0.265,0.048,0.162,0.79,10,1.043,1.158,2.198,0.041,0.262,0.248,0.49,45,0,0,1,0
1.172,1.244,2.407,0.316,0.367,0.288,0.344,43,0.986,0.917,2.622,0.299,0.405,0.26,0.335,13,1,0,0,3
1.495,1.444,2.595,0.275,0.509,0.119,0.372,54,0.995,1.317,2.936,0.133,0.311,0.232,0.456,24,0,1,0,1
1.807,1.41,1.51,0.199,0.273,0.461,0.266,15,1.475,0.844,2.148,0.158,0.459,0.411,0.13,13,0,1,0,1
2.271,0.71,1.725,0,0.694,0.171,0.135,15,1.213,1.917,0.895,0.079,0.22,0.319,0.461,43,1,0,0,3
1.783,0.943,0.542,0.106,0.6,0.153,0.247,45,1.658,1.808,0.768,0.161,0.294,0.302,0.404,14,1,0,0,3
1.197,1.032,1.08,0,0.434,0.325,0.24,55,1.219,0.923,1.725,0.076,0.421,0.419,0.16,70,0,1,0,1
1.145,1.176,0.988,0.187,0.443,0.159,0.398,50,0.954,0.82,1.212,0.101,0.383,0.294,0.323,54,0,1,0,1
0.987,1.419,1.713,0.194,0.272,0.182,0.546,49,1.842,1.029,1.917,0.32,0.784,0.071,0.145,9,0,0,1,0
0.776,1.069,2.715,0.39,0.249,0.231,0.52,10,1.022,1.294,2.677,0.279,0.134,0.621,0.245,10,0,1,0,1
1.753,1.317,1.864,0.124,0.411,0.345,0.244,43,0.954,1.964,1.883,0.207,0.237,0.281,0.482,15,1,0,0,3
0.749,1.051,2.105,0.031,0.158,0.35,0.492,11,1.382,1.543,2.374,0.023,0.4,0.226,0.374,45,0,0,1,0
1.115,1.678,1.803,0.208,0.188,0.357,0.455,15,1.42,1.167,0.808,0.042,0.525,0.176,0.299,61,0,1,0,1
1.96,1.08,0.676,0,0.574,0.206,0.22,58,1.229,1.722,0.642,0.031,0.322,0.259,0.418,48,1,0,0,3
0.833,1.69,2.507,0.097,0.098,0.421,0.482,43,2.309,0.261,1.663,0,0.837,0.163,0,17,0,0,1,0
1.122,0.588,2.26,0,0.523,0.351,0.125,11,1.19,1.465,1.953,0.103,0.38,0.358,0.262,13,0,1,0,1
1.413,1.327,2.501,0.065,0.169,0.421,0.41,14,0.803,1.012,1.59,0,0.23,0.436,0.333,10,0,1,0,1
0.912,1.857,2.654,0.059,0.268,0.121,0.611,12,0.831,1.887,2.976,0.172,0.22,0.284,0.495,47,0,0,1,0
0.898,2.237,1.7,0.03,0,0.395,0.605,10,1.089,0.986,3.286,0.107,0.377,0.35,0.273,8,0,1,0,1
1.436,0.958,1.298,0.017,0.438,0.276,0.286,56,1.068,1.145,0.724,0.026,0.391,0.32,0.289,54,0,1,0,1
1.699,1.147,1.149,0.077,0.539,0.188,0.273,68,1.161,1.576,0.33,0.018,0.286,0.249,0.466,57,1,0,0,3
1.977,0.947,1.336,0.036,0.662,0.148,0.191,56,1.853,1.4,0.953,0,0.453,0.133,0.413,6,1,0,0,3
1.463,1.226,1.289,0.098,0.415,0.266,0.319,60,1.069,1.329,1.411,0.133,0.303,0.224,0.473,55,0,1,0,1
1.673,1.389,0.884,0.07,0.446,0.138,0.415,58,0.747,1.172,0.811,0.025,0.279,0.214,0.507,14,1,0,0,3
1.728,0.969,0.54,0.005,0.541,0.191,0.268,63,1.322,1.133,0.747,0.018,0.448,0.264,0.288,54,1,0,0,3
2.152,1.365,1.144,0.02,0.612,0.196,0.193,55,1.531,1.857,0.716,0.075,0.444,0,0.556,19,1,0,0,3
0.89,1.149,0.582,0.017,0.286,0.335,0.379,52,1.004,1.869,0.77,0.03,0.197,0.243,0.56,52,0,1,0,1
1.249,0.81,0.55,0.015,0.461,0.281,0.257,57,1.095,1.201,0.711,0,0.323,0.282,0.395,56,0,1,0,1
2.408,1.602,3.219,0.219,0.842,0.122,0.036,8,1.758,1.989,2.268,0.105,0.305,0.177,0.518,20,1,0,0,3
1.873,1.499,1.367,0.128,0.377,0.241,0.382,9,1.165,1.407,2.315,0,0.331,0.415,0.254,9,0,0,1,0
1.827,1.587,1.583,0.169,0.573,0.026,0.401,31,0.632,1.625,1.846,0.133,0.14,0.364,0.496,17,1,0,0,3
1.111,0.627,1.782,0.036,0.32,0.658,0.022,9,1.159,1.262,1.182,0.146,0.356,0.293,0.352,29,0,1,0,1
1.008,1.398,1.956,0.01,0.233,0.263,0.504,14,1.934,1.397,1.704,0.283,0.493,0.175,0.332,15,0,0,1,0
1.418,1.197,2.866,0.113,0.405,0.215,0.38,18,1.971,1.274,1.952,0.119,0.586,0.228,0.186,15,0,1,0,1
1.541,1.759,1.994,0.17,0.314,0.259,0.426,27,1.177,1.375,1.365,0.14,0.335,0.244,0.421,79,0,1,0,1
1.577,1.251,1.978,0.115,0.572,0.174,0.255,12,1.419,1.098,1.518,0.504,0.602,0.097,0.301,14,1,0,0,3
1.534,1.2,2.876,0.002,0.331,0.453,0.216,11,1.669,2.2,3.547,0.277,0.412,0.134,0.453,8,1,0,0,3
1.559,1.087,2.515,0.077,0.441,0.233,0.326,65,0.896,1.411,1.965,0.117,0.216,0.416,0.368,9,0,1,0,1
1.599,0.659,1.846,0.174,0.605,0.316,0.079,16,1.845,0.886,2.15,0.136,0.599,0.122,0.278,65,0,1,0,1
1.343,0.657,2.375,0.184,0.534,0.304,0.162,18,1.178,1.488,1.981,0.154,0.391,0.193,0.416,53,1,0,0,3
0.9,2.404,2.095,0.07,0,0.173,0.827,14,1.339,1.476,1.464,0.07,0.379,0.31,0.31,20,0,0,1,0
1.492,1.669,1.085,0,0.168,0.337,0.496,14,2.27,1.575,2.016,0.079,0.584,0.176,0.24,13,0,1,0,1
1.104,1.692,3.161,0.217,0.337,0.178,0.485,46,0.908,0.898,2.153,0.279,0.343,0.232,0.425,47,1,0,0,3
1.545,1.912,1.69,0.297,0.389,0.001,0.61,15,0.709,1.725,2.176,0.24,0.114,0.266,0.621,12,1,0,0,3
1.314,1.076,2.02,0.045,0.431,0.368,0.201,62,1.051,1.031,1.745,0.182,0.41,0.222,0.368,49,1,0,0,3
0.996,1.276,1.794,0.107,0.365,0.212,0.423,55,1.047,1.83,1.645,0.219,0.153,0.372,0.475,48,1,0,0,3
0.847,1.553,1.232,0.128,0.169,0.27,0.562,51,0.742,0.809,2.049,0.145,0.233,0.479,0.288,56,0,1,0,1
1.018,1.304,1.629,0.019,0.29,0.197,0.513,49,0.954,1.424,1.869,0.085,0.263,0.228,0.509,47,1,0,0,3
2.035,0.69,1.48,0.019,0.5,0.304,0.196,22,1.27,2.302,1.246,0.183,0.113,0.474,0.413,40,1,0,0,3
2.304,1.091,1.384,0.001,0.671,0.116,0.213,22,1.332,1.087,1.649,0.035,0.411,0.338,0.252,67,0,0,1,0
1.401,1.597,1.732,0.075,0.332,0.252,0.416,19,2.926,0.507,0.983,0.041,0.862,0.089,0.049,25,0,0,1,0
1.693,1.665,0.97,0,0.505,0.074,0.421,14,1.39,1.416,1.569,0.088,0.346,0.332,0.322,44,1,0,0,3
1.196,1.577,1.195,0.192,0.376,0.307,0.317,42,1.59,1.432,1.244,0.085,0.429,0.218,0.353,47,0,0,1,0
1.929,0.722,1.633,0.064,0.607,0.22,0.173,21,2.025,1.032,1.585,0.074,0.616,0.173,0.211,69,0,0,1,0
1.316,1.154,3,0.039,0.403,0.154,0.444,13,2.049,1.374,2.13,0.094,0.55,0.22,0.229,58,0,1,0,1
1.472,1.446,1.623,0.254,0.358,0.259,0.383,48,2.119,0.435,1.313,0.045,0.783,0.158,0.059,21,0,0,1,0
0.767,1.651,1.233,0,0.233,0.163,0.605,5,1.134,2.302,1.979,0,0.21,0.201,0.588,10,0,0,1,0
1.635,1.21,1.668,0.125,0.466,0.206,0.328,71,1.314,1.488,1.631,0.093,0.321,0.253,0.426,57,1,0,0,3
1.855,1.32,1.444,0.081,0.394,0.383,0.223,55,0.902,1.843,1.639,0,0.115,0.185,0.701,18,1,0,0,3
1.093,1.929,1.981,0.144,0.251,0.204,0.545,15,1.927,1.209,1.647,0,0.596,0.343,0.062,16,0,0,1,0
1.717,0.852,1.295,0.197,0.525,0.261,0.214,18,1.047,0.854,1.756,0.123,0.481,0.249,0.27,43,0,0,1,0
1.229,1.211,1.562,0.091,0.314,0.293,0.393,53,1.512,1.478,1.261,0.054,0.367,0.236,0.397,54,0,1,0,1
1.198,1.449,2.111,0.202,0.519,0,0.481,9,1.69,1.251,1.423,0.107,0.504,0.198,0.298,71,1,0,0,3
1.222,1.291,1.096,0.062,0.381,0.248,0.371,65,1.178,1.43,1.561,0.068,0.328,0.261,0.411,68,0,0,1,0
1.281,1.159,1.595,0.17,0.507,0.139,0.354,18,0.861,1.208,1.515,0.117,0.219,0.275,0.506,20,1,0,0,3
1.65,0.775,1.312,0.017,0.556,0.275,0.168,67,0.721,0.708,2.186,0.048,0.325,0.367,0.309,19,1,0,0,3
1.359,1.464,1.675,0,0.271,0.48,0.249,20,1.393,1.354,1.178,0.033,0.385,0.272,0.343,62,0,1,0,1
0.903,1.154,1.56,0.127,0.277,0.259,0.464,18,1.017,1.812,1.637,0.12,0.227,0.135,0.639,19,0,0,1,0
0.768,1.739,1.807,0.045,0.184,0.208,0.608,20,1.668,1.666,1.119,0.115,0.342,0.277,0.381,63,0,1,0,1
0.783,0.796,1.89,0.174,0.202,0.503,0.295,20,1.241,1.153,1.715,0.058,0.293,0.416,0.291,62,0,0,1,0
1.383,1.212,1.381,0.042,0.397,0.291,0.312,65,0.87,1.405,1.423,0.139,0.153,0.36,0.487,64,1,0,0,3
1.5,0.918,1.977,0.049,0.556,0.29,0.154,21,1.062,1.749,1.855,0.082,0.178,0.274,0.548,18,1,0,0,3
1.637,1.327,1.403,0.058,0.528,0.162,0.31,23,0.817,1.021,0.844,0.098,0.497,0.177,0.326,30,1,0,0,3
1.623,1.238,0.651,0.031,0.442,0.281,0.277,66,1.536,1.943,1.545,0.072,0.362,0.24,0.398,13,1,0,0,3
0.909,1.797,0.492,0.025,0.196,0.21,0.594,64,2.574,1.415,1.883,0.106,0.574,0.131,0.296,22,0,0,1,0
0.875,1.44,0.589,0.049,0.33,0.157,0.513,22,1.184,1.185,1.495,0,0.329,0.304,0.367,23,0,0,1,0
1.389,1.171,0.464,0.009,0.344,0.135,0.521,13,1.334,1.717,0.976,0.091,0.274,0.236,0.489,68,1,0,0,3
2.198,1.201,1.137,0.074,0.635,0.228,0.137,21,1.253,3.242,1.798,0,0.096,0.118,0.787,8,1,0,0,3
1.146,1.29,1.762,0.089,0.253,0.437,0.311,22,1.359,1.668,1.618,0,0.347,0.069,0.585,23,0,0,1,0
1.378,1.285,1.087,0.067,0.399,0.234,0.367,70,1.571,1.663,1.009,0.151,0.392,0.05,0.558,21,1,0,0,3
1.517,1.233,1.315,0.013,0.511,0.028,0.461,31,1.232,0.615,1.081,0,0.547,0.302,0.151,22,0,0,1,0
1.145,1.071,1.442,0,0.402,0.271,0.327,27,0.755,1.54,0.79,0,0.235,0.16,0.604,22,1,0,0,3
1.696,1.16,0.752,0,0.486,0.34,0.174,22,1.55,1.23,0.861,0.031,0.274,0.445,0.281,23,0,1,0,1
1.906,1.08,1.091,0.124,0.605,0.269,0.126,22,1.128,1.439,1.522,0,0.314,0.043,0.643,21,1,0,0,3
1.18,1.254,2.57,0.113,0.273,0.254,0.472,50,1.612,1.426,2.347,0.068,0.404,0.204,0.392,63,1,0,0,3
0.428,0.64,2.034,0.1,0.011,0.809,0.18,13,0,0,0,0,0,1,0,2,0,1,0,1
2.163,0.974,1.308,0.099,0.588,0.241,0.171,69,1.135,1.276,2.155,0.119,0.377,0.17,0.453,44,0,1,0,1
1.047,1.745,1.181,0.096,0.265,0.161,0.575,56,2.369,1.226,1.712,0.269,0.795,0.017,0.187,17,0,0,1,0
1.737,1.192,1.499,0.21,0.521,0.218,0.261,41,1.165,1.631,1.338,0.027,0.153,0.607,0.239,16,0,1,0,1
1.072,1.445,1.506,0.234,0.324,0.266,0.409,16,1.257,1.264,1.437,0.196,0.348,0.209,0.443,17,1,0,0,3
1.553,1.419,1.128,0.056,0.401,0.167,0.432,53,0.752,1.519,1.586,0.148,0.218,0.221,0.561,16,1,0,0,3
1.265,2.107,1.424,0.083,0.301,0.181,0.519,38,1.871,1.767,1.896,0.007,0.378,0.148,0.473,19,0,0,1,0
1.927,1.279,1.248,0.103,0.563,0.105,0.332,42,1.068,2.432,1.243,0,0.464,0,0.536,8,1,0,0,3
1.177,1.24,1.215,0.026,0.415,0.27,0.314,43,1.419,1.393,1.271,0.054,0.369,0.227,0.404,45,0,1,0,1
1.757,1.308,1.472,0.106,0.487,0.172,0.341,21,1.072,1.764,1.771,0,0.28,0.062,0.658,14,1,0,0,3
0.994,1.815,2.082,0.059,0.205,0.255,0.54,39,2.21,1.62,1.374,0.179,0.405,0.195,0.4,20,0,0,1,0
2.449,0.804,1.944,0.094,0.638,0.267,0.095,12,1.341,1.548,1.555,0.141,0.406,0.103,0.492,14,1,0,0,3
1.191,0.928,1.539,0.064,0.436,0.359,0.205,51,1.036,1.131,1.292,0.235,0.372,0.295,0.333,56,0,0,1,0
1.508,1.309,1.424,0.107,0.388,0.229,0.383,52,1.595,0.659,1.568,0,0.613,0.249,0.138,23,0,0,1,0
0.952,1.278,1.414,0.008,0.197,0.496,0.307,18,1.351,0.747,1.443,0.032,0.48,0.324,0.195,65,0,1,0,1
1.837,0.823,1.906,0.098,0.638,0.328,0.034,27,0.896,0.933,1.078,0.591,0.283,0.398,0.32,6,1,0,0,3
0.475,0.504,0.851,0,0.174,0.45,0.376,9,1.094,1.205,1.913,0,0.642,0.049,0.309,10,0,0,1,0
1,0.356,2.153,0,0.582,0.203,0.215,7,1.246,1.415,1.919,0.002,0.39,0.267,0.342,43,1,0,0,3
1.003,1.183,1.2,0,0.341,0.186,0.472,11,0.982,1.193,1.509,0.105,0.491,0,0.509,5,0,0,1,0
0.952,1.444,1.928,0.032,0.288,0.218,0.493,15,1.406,1,0.908,0.137,0.527,0.146,0.328,13,0,0,1,0
1.183,1.36,1.448,0.075,0.275,0.253,0.471,30,1.307,0.897,2.164,0.007,0.456,0.399,0.145,31,0,1,0,1
1.836,0.618,1.724,0,0.855,0.046,0.099,7,1.708,1.952,2.66,0,0.402,0.152,0.446,9,1,0,0,3
1.517,1,2.259,0,0.517,0,0.483,5,0.718,1.832,1.861,0,0,0.118,0.882,8,1,0,0,3
1.148,1.074,1.544,0,0.329,0.329,0.342,6,0.862,0.875,1.494,0.55,0.359,0.34,0.301,17,0,1,0,1
1.311,0.778,0.996,0.381,0.5,0.242,0.258,40,1.426,1.12,2.476,0.208,0.465,0.115,0.42,14,1,0,0,3
0.593,0.981,2.283,0.219,0.151,0.453,0.396,13,1.489,0.867,2.068,0.143,0.631,0.201,0.167,13,0,0,1,0
1.802,1.598,1.637,0.077,0.435,0.283,0.282,14,1.022,1.494,2.12,0.064,0.253,0.181,0.567,22,0,1,0,1
1.783,1.442,3.248,0.129,0.41,0.215,0.375,14,0.673,1.588,1.944,0.275,0.21,0.281,0.509,13,1,0,0,3
1.337,0.676,1.298,0,0.59,0.176,0.233,21,0.945,1.209,1.575,0.257,0.208,0.287,0.505,19,1,0,0,3
1.027,1.453,1.363,0.049,0.303,0.285,0.411,47,3.032,1.402,1.075,0,0.711,0.14,0.149,22,1,0,0,3
1.805,1.275,1.846,0.148,0.454,0.21,0.336,52,1.339,0.986,1.405,0.097,0.437,0.22,0.344,63,1,0,0,3
1.716,1.037,1.368,0.126,0.56,0.179,0.261,53,1.363,1.457,0.763,0.112,0.333,0.309,0.358,52,1,0,0,3
1.045,1.061,1.642,0.195,0.335,0.305,0.36,52,1.312,1.058,1.238,0.088,0.376,0.251,0.373,53,1,0,0,3
1.283,1.497,1.111,0.232,0.326,0.225,0.448,52,1.508,0.74,1.109,0.026,0.516,0.353,0.131,51,0,0,1,0
1.572,2.395,0.489,0.103,0.188,0.258,0.554,14,1.691,1.614,0.237,0.118,0.391,0.189,0.419,15,0,1,0,1
1.237,1.572,0.314,0.13,0.304,0.293,0.403,14,1.689,1.665,0,0.081,0.277,0.281,0.443,15,0,1,0,1
1.451,2.099,0.266,0.225,0.29,0.132,0.578,42,1.77,1.452,0.624,0.096,0.601,0,0.399,14,1,0,0,3
2.305,1.005,0.144,0.082,0.612,0.162,0.226,41,0.498,1.728,0.795,0.074,0.161,0.024,0.816,14,1,0,0,3
0.771,2.508,0.802,0.225,0.166,0.163,0.67,15,2.339,2.036,0,0,0.696,0,0.304,8,0,0,1,0
1.236,0.945,0,0,0.394,0.386,0.22,5,0.853,1.808,0.42,0.335,0,0.339,0.661,8,0,1,0,1
1.98,1.371,0.547,0.117,0.387,0.269,0.343,41,1.558,1.66,0.287,0.092,0.399,0.187,0.414,45,1,0,0,3
1.555,1.292,0.262,0.161,0.448,0.255,0.297,46,1.593,1.127,0.237,0.061,0.653,0.053,0.294,37,1,0,0,3
0.737,2.033,2.317,0,0.24,0.246,0.515,11,0.591,1.838,2.845,0.262,0.068,0.352,0.58,17,0,1,0,1
1.325,1.141,2.318,0.133,0.428,0.288,0.283,45,1.128,1.149,2.948,0.143,0.372,0.337,0.291,14,1,0,0,3
1.455,1.232,2.331,0.009,0.345,0.38,0.276,45,1.548,1.717,2.42,0.123,0.219,0.391,0.389,42,0,1,0,1
1.588,0.794,1.109,0,0.536,0.333,0.131,8,2.063,1.933,2.537,0,0.33,0.227,0.443,11,0,1,0,1
1.467,0.609,1.747,0.063,0.529,0.348,0.123,34,1.038,1.555,2.287,0.144,0.292,0.428,0.28,14,1,0,0,3
1.56,1.234,0.926,0.115,0.467,0.215,0.318,69,1.322,2.411,1.211,0.033,0.378,0,0.622,6,1,0,0,3
1.74,0.895,0.955,0.09,0.588,0.214,0.198,70,1.306,1.262,1.461,0.204,0.43,0.148,0.423,66,0,1,0,1
1.055,1.132,2.37,0.249,0.269,0.499,0.231,23,1.859,0.99,1.138,0.069,0.556,0.26,0.184,61,0,1,0,1
1.838,1.521,1.24,0.13,0.525,0.171,0.303,24,1.487,1.352,1.211,0.181,0.468,0.122,0.41,19,1,0,0,3
1.476,1.047,2.588,0.124,0.55,0.338,0.112,13,1.222,1.109,1.67,0.084,0.499,0.147,0.354,59,1,0,0,3
1.124,1.368,1.867,0.209,0.295,0.198,0.507,48,1.044,0.68,2.192,0.17,0.396,0.308,0.296,35,0,0,1,0
1.196,0.665,1.385,0.074,0.488,0.286,0.226,65,0.962,1.46,1.965,0.171,0.276,0.117,0.607,26,1,0,0,3
2.539,0.832,1.689,0.174,0.916,0,0.084,8,1.21,1.95,2.852,0.31,0.105,0.324,0.57,8,1,0,0,3
0.988,1.123,1.233,0.131,0.355,0.259,0.386,67,1.588,1.825,1.993,0.184,0.342,0.195,0.463,26,0,1,0,1
1,1.521,2.589,0.06,0.23,0.351,0.418,10,0.7,1.196,2.279,0.231,0.18,0.307,0.513,22,1,0,0,3
1.156,0.969,2.614,0.132,0.445,0.148,0.408,22,0.818,0.601,3.36,0.034,0.374,0.3,0.325,9,0,0,1,0
1.063,1.415,1.515,0.035,0.311,0.149,0.539,56,0.978,1.256,1.732,0.187,0.322,0.228,0.45,57,0,0,1,0
1.157,0.675,0.991,0,0.502,0.332,0.166,21,0,2,0,0,0,0,1,2,1,0,0,3
0.11,1.881,0,0,0,0.446,0.554,5,0.655,0.314,0,0,0.341,0.659,0,4,0,1,0,1
0.83,1.198,0,0,0.211,0,0.789,6,1.185,0.491,0.361,0,0.847,0,0.153,6,0,0,1,0
